,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
188,0008,Ann Arbor Municipal Center,ASSETS,,,,,,,,,,,,Y,17712937,16027,17728964,0,17645930
189,0008,Ann Arbor Municipal Center,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6606,Fund Balance,N,-17712937,17712937,0,0,-18794803
190,0008,Ann Arbor Municipal Center,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,,,Y,-17712937,17712937,0,0,-18794803
191,0008,Ann Arbor Municipal Center,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,-17712937,17712937,0,0,-18794803
192,0008,Ann Arbor Municipal Center,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6200,Investment Income,N,0,16027,16027,0,-60394
193,0008,Ann Arbor Municipal Center,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,,,Y,0,16027,16027,0,-60394
194,0008,Ann Arbor Municipal Center,REVENUES,,018,Finance,1000,Administration,,,,,,,Y,0,16027,16027,0,-60394
195,0008,Ann Arbor Municipal Center,REVENUES,,018,Finance,,,,,,,,,Y,0,16027,16027,0,-60394
196,0008,Ann Arbor Municipal Center,REVENUES,,,,,,,,,,,,Y,0,16027,16027,0,-60394
197,0008,Ann Arbor Municipal Center,,,,,,,,,,,,,Y,0,17744991,17744991,0,-1209267
198,0009,Smart Zone LDFA,ASSETS,,,,,,,,,,2198,Loan Receivable,N,108267883,0,0,108267883,105148500
199,0009,Smart Zone LDFA,ASSETS,,,,,,,,,,2217,Unbilled Receivables,N,2542917,0,2542917,0,0
200,0009,Smart Zone LDFA,ASSETS,,,,,,,,,,2400.0099,Equity In Pooled cash & investments,N,159148460,145435753,182230484,122353729,176655335
201,0009,Smart Zone LDFA,ASSETS,,,,,,,,,,,,Y,269959260,145435753,184773401,230621612,281803835
202,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4001,Accounts Payable,N,-21005733,179337542,158331809,0,0
203,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,5551,Deferred Revenue,N,-108267883,0,0,-108267883,-105148500
204,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,,,Y,-129273616,179337542,158331809,-108267883,-105148500
205,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6606,Fund Balance,N,-140685644,0,0,-140685644,-90576610
206,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,,,Y,-140685644,0,0,-140685644,-90576610
207,0009,Smart Zone LDFA,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,-269959260,179337542,158331809,-248953527,-195725110
208,0009,Smart Zone LDFA,REVENUES,,009,Smart Zone,1000,Administration,0000,Revenue,,,1117,Smart Zone LDFA Taxes,N,0,0,141996679,-141996679,-183329055
209,0009,Smart Zone LDFA,REVENUES,,009,Smart Zone,1000,Administration,0000,Revenue,,,,,Y,0,0,141996679,-141996679,-183329055
210,0009,Smart Zone LDFA,REVENUES,,009,Smart Zone,1000,Administration,,,,,,,Y,0,0,141996679,-141996679,-183329055
211,0009,Smart Zone LDFA,REVENUES,,009,Smart Zone,,,,,,,,,Y,0,0,141996679,-141996679,-183329055
212,0009,Smart Zone LDFA,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6200,Investment Income,N,0,185742,896157,-710415,-1102564
213,0009,Smart Zone LDFA,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6203,Interest/Dividends,N,0,0,0,0,330600
214,0009,Smart Zone LDFA,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,,,Y,0,185742,896157,-710415,-771964
215,0009,Smart Zone LDFA,REVENUES,,018,Finance,1000,Administration,,,,,,,Y,0,185742,896157,-710415,-771964
216,0009,Smart Zone LDFA,REVENUES,,018,Finance,,,,,,,,,Y,0,185742,896157,-710415,-771964
217,0009,Smart Zone LDFA,REVENUES,,,,,,,,,,,,Y,0,185742,142892836,-142707094,-184101019
218,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,1000,Administration,1000,Administration,,,2430,Contracted Services,N,0,158331809,0,158331809,96167894
219,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,1000,Administration,1000,Administration,,,4260,Insurance Premiums,N,0,284800,0,284800,111200
220,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,1000,Administration,1000,Administration,,,4310,Municipal Service Charges,N,0,2422400,0,2422400,1743200
221,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,1000,Administration,1000,Administration,,,,,Y,0,161039009,0,161039009,98022294
222,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,1000,Administration,,,,,,,Y,0,161039009,0,161039009,98022294
223,0009,Smart Zone LDFA,EXPENSES,,009,Smart Zone,,,,,,,,,Y,0,161039009,0,161039009,98022294
224,0009,Smart Zone LDFA,EXPENSES,,,,,,,,,,,,Y,0,161039009,0,161039009,98022294
225,0009,Smart Zone LDFA,,,,,,,,,,,,,Y,0,485998046,485998046,0,0
226,0010,General,ASSETS,,,,,,,,,,1002,Cash General,N,0,855484,759696,95788,57561
227,0010,General,ASSETS,,,,,,,,,,1012,Cash Offset For GASB #34,N,15759100,0,0,15759100,18455009
228,0010,General,ASSETS,,,,,,,,,,1025,Cash Football Parking,N,5000,0,0,5000,5000
229,0010,General,ASSETS,,,,,,,,,,1060.1065,Petty Cash/Starting Cash Customer Service Center,N,232500,0,0,232500,232500
230,0010,General,ASSETS,,,,,,,,,,1060.1066,Petty Cash/Starting Cash District Courts,N,75000,0,0,75000,75000
231,0010,General,ASSETS,,,,,,,,,,1060.1067,Petty Cash/Starting Cash Accounting Services,N,20000,0,0,20000,20000
232,0010,General,ASSETS,,,,,,,,,,1060.1068,Petty Cash/Starting Cash Building ,N,20000,0,0,20000,20000
233,0010,General,ASSETS,,,,,,,,,,1060.1069,Petty Cash/Starting Cash Golf Courses,N,137500,0,0,137500,137500
234,0010,General,ASSETS,,,,,,,,,,1060.1070,Petty Cash/Starting Cash Natural Area Preservation,N,2000,0,0,2000,2000
235,0010,General,ASSETS,,,,,,,,,,1060.1072,Petty Cash/Starting Cash Planning,N,4000,0,0,4000,4000
236,0010,General,ASSETS,,,,,,,,,,1060.1073,Petty Cash/Starting Cash Police,N,120000,0,0,120000,120000
237,0010,General,ASSETS,,,,,,,,,,1060.1074,Petty Cash/Starting Cash Cobblestone,N,2000,0,0,2000,2000
238,0010,General,ASSETS,,,,,,,,,,1060.1075,Petty Cash/Starting Cash Clerk,N,15000,0,0,15000,26000
239,0010,General,ASSETS,,,,,,,,,,1060.1076,Petty Cash/Starting Cash Argo,N,60000,0,0,60000,60000
240,0010,General,ASSETS,,,,,,,,,,1060.1077,Petty Cash/Starting Cash Gallup,N,50000,0,0,50000,50000
241,0010,General,ASSETS,,,,,,,,,,1060.1078,Petty Cash/Starting Cash Buhr,N,36000,0,0,36000,36000
242,0010,General,ASSETS,,,,,,,,,,1060.1079,Petty Cash/Starting Cash Attorney,N,20000,0,0,20000,20000
243,0010,General,ASSETS,,,,,,,,,,1060.1083,Petty Cash/Starting Cash Farmer's Market,N,10000,0,0,10000,10000
244,0010,General,ASSETS,,,,,,,,,,1060.1084,Petty Cash/Starting Cash Fuller/Mack,N,60000,0,0,60000,60000
245,0010,General,ASSETS,,,,,,,,,,1060.1086,Petty Cash/Starting Cash Senior Center,N,5000,0,0,5000,5000
246,0010,General,ASSETS,,,,,,,,,,1060.1087,Petty Cash/Starting Cash Veterans,N,40000,0,0,40000,40000
247,0010,General,ASSETS,,,,,,,,,,1060.1099,Petty Cash/Starting Cash Utilities,N,10000,0,0,10000,10000
248,0010,General,ASSETS,,,,,,,,,,2206,Accts Receivable Offset,N,-19337808,19337808,0,0,0
249,0010,General,ASSETS,,,,,,,,,,2207,Due From AA Housing Comm,N,25599756,149612117,158573211,16638662,18000881
250,0010,General,ASSETS,,,,,,,,,,2212,Due From Other Gov Units,N,8010319,0,7958144,52175,0
251,0010,General,ASSETS,,,,,,,,,,2214,Due From DDA,N,97671218,338818245,431995644,4493819,4374016
252,0010,General,ASSETS,,,,,,,,,,2217,Unbilled Receivables,N,30797212,91718179,122515391,0,8006500
253,0010,General,ASSETS,,,,,,,,,,2218,Accounts Receivable,N,81023628,721836785,696427875,106432538,166937767
254,0010,General,ASSETS,,,,,,,,,,2219,Allowance For Uncoll Accts,N,-18697048,0,0,-18697048,-18938234
255,0010,General,ASSETS,,,,,,,,,,2227,Settlement Receivable,N,19337808,0,1000000,18337808,0
256,0010,General,ASSETS,,,,,,,,,,2239,Assess Rec Sidewalk,N,1586803,0,1450118,136685,2836919
257,0010,General,ASSETS,,,,,,,,,,2243,Utilities Accounts Receivable,N,0,5122588,4605657,516931,506453
258,0010,General,ASSETS,,,,,,,,,,2305.2289,Inventory Parks,N,207382,0,0,207382,162843
259,0010,General,ASSETS,,,,,,,,,,2305.2304,Inventory Huron Hills GC,N,620025,0,0,620025,762731
260,0010,General,ASSETS,,,,,,,,,,2305.2305,Inventory Leslie GC,N,1567267,0,0,1567267,1993748
261,0010,General,ASSETS,,,,,,,,,,2305.2306,Inventory Vets Pool Rink,N,39208,0,0,39208,47347
262,0010,General,ASSETS,,,,,,,,,,2305.2307,Inventory Gallup Canoe Livery,N,566564,0,0,566564,1680422
263,0010,General,ASSETS,,,,,,,,,,2400.0099,Equity In Pooled cash & investments,N,2028371456,7516312863,5897449706,3647234613,3463558381
264,0010,General,ASSETS,,,,,,,,,,2402,Taxes Rec Delinquent Invoices,N,9439539,8923528,15625900,2737167,5803623
265,0010,General,ASSETS,,,,,,,,,,2699,Allow For Uncoll Persnl Pr Tax,N,-21415203,0,0,-21415203,-20109052
266,0010,General,ASSETS,,,,,,,,,,2748,Advance From 0048,N,73562933,0,73562933,0,0
267,0010,General,ASSETS,,,,,,,,,,2759,Advance from 0059,N,24566294,0,24566334,-40,-40
268,0010,General,ASSETS,,,,,,,,,,2900.0017,Due From Other Funds 0017,N,766976,0,0,766976,1007314
269,0010,General,ASSETS,,,,,,,,,,2900.0035,Due From Other Funds 0035,N,219000000,0,219000000,0,0
270,0010,General,ASSETS,,,,,,,,,,2F00.2014,Taxes Rec - Tax Collect Fee 2014,N,0,0,38512058,-38512058,-21215985
271,0010,General,ASSETS,,,,,,,,,,2F00.2015,Taxes Rec - Tax Collect Fee 2015,N,0,250327260,216593858,33733402,0
272,0010,General,ASSETS,,,,,,,,,,2P00.2003,Taxes Rec - Personal Property 2003,N,0,0,0,0,67053
273,0010,General,ASSETS,,,,,,,,,,2P00.2004,Taxes Rec - Personal Property 2004,N,914,0,0,914,0
274,0010,General,ASSETS,,,,,,,,,,2P00.2005,Taxes Rec - Personal Property 2005,N,7889,0,0,7889,25020
275,0010,General,ASSETS,,,,,,,,,,2P00.2006,Taxes Rec - Personal Property 2006,N,21381,0,0,21381,112555
276,0010,General,ASSETS,,,,,,,,,,2P00.2007,Taxes Rec - Personal Property 2007,N,74485,0,0,74485,161725
277,0010,General,ASSETS,,,,,,,,,,2P00.2008,Taxes Rec - Personal Property 2008,N,269074,0,0,269074,805721
278,0010,General,ASSETS,,,,,,,,,,2P00.2009,Taxes Rec - Personal Property 2009,N,425292,0,67493,357799,3261294
279,0010,General,ASSETS,,,,,,,,,,2P00.2010,Taxes Rec - Personal Property 2010,N,2713076,0,159309,2553767,3217077
280,0010,General,ASSETS,,,,,,,,,,2P00.2011,Taxes Rec - Personal Property 2011,N,2562214,0,152622,2409592,2996024
281,0010,General,ASSETS,,,,,,,,,,2P00.2012,Taxes Rec - Personal Property 2012,N,3920683,0,1322727,2597956,3874622
282,0010,General,ASSETS,,,,,,,,,,2P00.2013,Taxes Rec - Personal Property 2013,N,5533209,0,1151706,4381503,5134093
283,0010,General,ASSETS,,,,,,,,,,2p00.2014,Taxes Rec - Personal Property 2014,N,6836300,0,3307274,3529026,6724647
284,0010,General,ASSETS,,,,,,,,,,2P00.2015,Taxes Rec - Personal Property 2015,N,0,227290741,215802052,11488689,0
285,0010,General,ASSETS,,,,,,,,,,2R00.2009,Taxes Rec - Real Property 2009,N,1,0,0,1,1
286,0010,General,ASSETS,,,,,,,,,,2R00.2014,Taxes Rec - Real Property 2014,N,0,0,0,0,136083682
287,0010,General,ASSETS,,,,,,,,,,2R00.2015,Taxes Rec - Real Property 2015,N,0,4829435951,4734425829,95010122,0
288,0010,General,ASSETS,,,,,,,,,,,,Y,2602331947,14159591549,12866985537,3894937959,3797326718
289,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4001,Accounts Payable,N,-103652134,774671230,677157049,-6137953,-7663933
290,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4002,Accrued Payroll,N,-269952862,269952862,0,0,0
291,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4009,Due To State Of MI Fingerprint,N,25,0,0,25,25
292,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4012,Due To U/M Parking Violations,N,34,21162710,21162710,34,34
293,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4014,Due To Other Governmental Units,N,-39104338,38677170,19337808,-19764976,-11168937
294,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4015,Accounts Payable/Miscellaneous,N,-23926474,23926474,0,0,0
295,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4016,DDA Payroll Deposit,N,-3000000,0,0,-3000000,-3000000
296,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4017,Overpayments,N,24432,1284252,887434,421250,-884532
297,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4024,Due To Ann Arbor Transportation Authority,N,2975799,0,2975799,0,23
298,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4034,Due To Market Vendors,N,-3367700,16039500,16255300,-3583500,-2454900
299,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4034.0001,Due To Market Vendors EBT,N,15000,0,0,15000,0
300,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4034,Deposits Eberbach Capital Facilities,N,-5247500,0,0,-5247500,-4512900
301,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4035,Deposits Mack Pool Capital Facilities,N,-3689100,0,0,-3689100,-2621200
302,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4037,Deposits Advance Revenue,N,-9950,10000,0,50,-9950
303,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4040,Deposits B&SE Perform Bond,N,-41885200,5390000,15272025,-51767225,-38800000
304,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4043,Deposits Vets,N,0,584630,684000,-99370,-686403
305,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4051,Deposits Police Bond Deposits for Court,N,-30000,268800,288800,-50000,-36000
306,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4052,Deposits Fugitive Bond Deposits,N,0,225000,225000,0,0
307,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4058,Escrow Dep-Tree Plant,N,-2424773,0,28000,-2452773,-2334683
308,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,5551,Deferred Revenue,N,-6638310,6497047,0,-141263,-179626
309,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,9930,Suspense ,N,0,0,0,0,-28972
310,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,9933,Suspense - Tax Refunds,N,0,3402840,55358,3347482,51461495
311,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,9935,Undistributed Rev - Parking Violations,N,0,210373115,217957860,-7584745,-7098935
312,0010,General,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,,,Y,-499913051,1372465630,972287143,-99734564,-30019394
313,0010,General,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6606,Fund Balance,N,-2017103232,0,17712937,-2034816169,-1954525399
314,0010,General,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6610,Fund Balance Non Expendable,N,-85315664,0,0,-85315664,-85315664
315,0010,General,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,9959,Pension To Allocate,N,0,505747544,579136500,-73388956,-106597529
316,0010,General,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,,,Y,-2102418896,505747544,596849437,-2193520789,-2146438592
317,0010,General,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,-2602331947,1878213174,1569136580,-2293255353,-2176457986
318,0010,General,REVENUES,,014,Attorney,1000,Administration,0000,Revenue,,,2710.0042,Operating Transfers 0042,N,0,3235000,16175000,-12940000,-10000000
319,0010,General,REVENUES,,014,Attorney,1000,Administration,0000,Revenue,,,3207,Service Fees/UM Parking,N,0,0,883000,-883000,-857500
320,0010,General,REVENUES,,014,Attorney,1000,Administration,0000,Revenue,,,,,Y,0,3235000,17058000,-13823000,-10857500
321,0010,General,REVENUES,,014,Attorney,1000,Administration,,,,,,,Y,0,3235000,17058000,-13823000,-10857500
322,0010,General,REVENUES,,014,Attorney,,,,,,,,,Y,0,3235000,17058000,-13823000,-10857500
323,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,2274,Liquor Retail License,N,0,125056,12071625,-11946569,-12510008
324,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4105,Auctioneer,N,0,0,0,0,22000
325,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4109,Computer Printouts,N,0,0,500,-500,0
326,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4115,FOIA Charges,N,0,0,283323,-283323,-43500
327,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4117,Taxi Driver,N,0,0,18000,-18000,-90000
328,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4118,Taxi Owner,N,0,0,5150,-5150,-41200
329,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4122,Liquor License,N,0,9000,1446000,-1437000,-1587000
330,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4170,Dog License,N,0,0,927650,-927650,-1254900
331,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,4199,Miscellaneous - City Clerk,N,0,0,230169,-230169,-346977
332,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,6199,Other Rentals,N,0,0,400000,-400000,-400000
333,0010,General,REVENUES,,015,City Clerk,1000,Administration,0000,Revenue,,,,,Y,0,134056,15382417,-15248361,-16251585
334,0010,General,REVENUES,,015,City Clerk,1000,Administration,,,,,,,Y,0,134056,15382417,-15248361,-16251585
335,0010,General,REVENUES,,015,City Clerk,,,,,,,,,Y,0,134056,15382417,-15248361,-16251585
336,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,1701,In Lieu - House Trailer,N,0,0,23200,-23200,-23200
337,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,2271,State Shared - Statutory,N,0,0,80753600,-80753600,-79955800
338,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,2272,State Shared - Constitutional,N,0,0,446780800,-446780800,-605659100
339,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,2303,Project Credit,N,0,199650,51978958,-51779308,-1236
340,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,3119,Writ/Garnishment,N,0,0,11200,-11200,-9000
341,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5201,U Of M Fire Protection,N,0,0,92360743,-92360743,-92375600
342,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5300,Mun Svc Chg Other,N,0,77166883,352409215,-275242332,-625545733
343,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5300.0001,Mun Svc Chg Other Community Development,N,0,36296446,171771039,-135474593,0
344,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5300.0002,Mun Svc Chg Other Public Services,N,0,0,232390808,-232390808,0
345,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5302,Mun Svc Chg Energy ,N,0,0,923200,-923200,-1369600
346,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5309,Mun Svc LDFA,N,0,0,2422400,-2422400,-1743200
347,0010,General,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,5311,Mun Svc Chg Central Stores,N,0,0,2430400,-2430400,-1060000
